Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,double_property,Magic Number,The method contains a magic number: 123.0,23
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,double_property,Magic Number,The method contains a magic number: 5,23
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,int_property,Magic Number,The method contains a magic number: 123L,35
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,int_property,Magic Number,The method contains a magic number: 5,35
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,date_property,Magic Number,The method contains a magic number: 5,47
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,dateTime_property,Magic Number,The method contains a magic number: 5,59
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,geopoint_property,Magic Number,The method contains a magic number: 5,71
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,string_by_type,Magic Number,The method contains a magic number: 6,83
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,double_by_type,Magic Number,The method contains a magic number: 5,93
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,fulltext_not_in_all,Long Statement,The length of the statement "assertEquals(3`StoreDocumentItemFactory.create(property`IndexConfig.create().decideByType(false).enabled(true).fulltext(true).nGram(false).includeInAllText(false).build()).size());" is 180.,103
xp,com.enonic.wem.repo.internal.elasticsearch,StoreDocumentItemFactoryTest,fulltext_not_in_all,Magic Number,The method contains a magic number: 3,103
xp,com.enonic.wem.repo.internal.elasticsearch,EmbeddedElasticsearchServer,EmbeddedElasticsearchServer,Long Statement,The length of the statement "ImmutableSettings.Builder testServerSetup=ImmutableSettings.settingsBuilder().put("name"`"repo-node-" + this.now).put("client"`"false").put("data"`"true").put("local"`"true").put("path.data"`dataDirectory + "-" + this.now).put("cluster.name"`"repo-test-cluster-" + this.now).put("http.enabled"`"false").put("gateway.type"`"none").put("discovery.zen.ping.multicast.enabled"`"false");" is 382.,34
xp,com.enonic.wem.repo.internal.elasticsearch,AccessControlListStoreDocumentFactoryTest,single_user,Long Statement,The length of the statement "final AccessControlList acl=AccessControlList.create().add(AccessControlEntry.create().allow(Permission.READ).principal(PrincipalKey.from("user:myuserstore:rmy")).build()).build();" is 180.,17
xp,com.enonic.wem.repo.internal.elasticsearch,AccessControlListStoreDocumentFactoryTest,multiple_user,Long Statement,The length of the statement "final AccessControlList acl=AccessControlList.create().add(AccessControlEntry.create().allow(Permission.READ).principal(PrincipalKey.from("user:myuserstore:rmy")).build()).add(AccessControlEntry.create().allow(Permission.READ).principal(PrincipalKey.from("user:myuserstore:tsi")).build()).add(AccessControlEntry.create().allow(Permission.READ).allow(Permission.DELETE).principal(PrincipalKey.from("user:myuserstore:aro")).build()).add(AccessControlEntry.create().allow(Permission.DELETE).principal(PrincipalKey.from("user:myuserstore:srs")).build()).build();" is 558.,34
xp,com.enonic.wem.repo.internal.elasticsearch,AccessControlListStoreDocumentFactoryTest,multiple_user,Magic Number,The method contains a magic number: 5,34
xp,com.enonic.wem.repo.internal.elasticsearch,AccessControlListStoreDocumentFactoryTest,single_user_all_permissions,Long Statement,The length of the statement "final AccessControlList acl=AccessControlList.create().add(AccessControlEntry.create().allow(Permission.READ).allow(Permission.PUBLISH).allow(Permission.WRITE_PERMISSIONS).allow(Permission.READ_PERMISSIONS).allow(Permission.MODIFY).allow(Permission.CREATE).allow(Permission.DELETE).principal(PrincipalKey.from("user:myuserstore:rmy")).build()).build();" is 352.,63
xp,com.enonic.wem.repo.internal.elasticsearch,AccessControlListStoreDocumentFactoryTest,single_user_all_permissions,Magic Number,The method contains a magic number: 7,63
xp,com.enonic.wem.repo.internal.elasticsearch,LexiSortableTest,toLexiSortable_long,Magic Number,The method contains a magic number: 1111L,8
xp,com.enonic.wem.repo.internal.elasticsearch,LexiSortableTest,toLexiSortable_long,Magic Number,The method contains a magic number: 1111L,8
xp,com.enonic.wem.repo.internal.elasticsearch,LexiSortableTest,toLexiSortable_double,Magic Number,The method contains a magic number: 0.00001d,25
xp,com.enonic.wem.repo.internal.elasticsearch,LexiSortableTest,toLexiSortable_double,Magic Number,The method contains a magic number: 0.00001d,25
xp,com.enonic.wem.repo.internal.elasticsearch,AclFilterBuilderFactoryTest,testName,Long Statement,The length of the statement "final Principals principals=Principals.from(User.create().email("rmy@enonic.com").login("rmy").displayName("Runar Myklebust").key(PrincipalKey.from("user:system:rmy")).build()`Group.create().key(PrincipalKey.from("group:system:mygroup")).displayName("My group").build());" is 271.,29
xp,com.enonic.wem.repo.internal.elasticsearch,AclFilterBuilderFactoryTest,testName,Magic Number,The method contains a magic number: 2,29
xp,com.enonic.wem.repo.internal.elasticsearch,AbstractElasticsearchIntegrationTest,printAllIndexContent,Long Statement,The length of the statement "SearchRequestBuilder searchRequest=new SearchRequestBuilder(this.client).setSize(100).setIndices(indexName).setTypes(indexType).setSource(termQuery).addFields("_source"`"_parent");" is 180.,56
xp,com.enonic.wem.repo.internal.elasticsearch,AbstractElasticsearchIntegrationTest,printAllIndexContent,Magic Number,The method contains a magic number: 100,56
xp,com.enonic.wem.repo.internal.elasticsearch,AbstractElasticsearchIntegrationTest,waitForClusterHealth,Magic Number,The method contains a magic number: 10,76
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,validate_given_no_id_then_exception,Long Statement,The length of the statement "NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 169.,33
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,validate_given_id_then_ok,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 216.,59
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,index_node_document_created,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 216.,77
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,set_analyzer,Long Statement,The length of the statement "final Node node=Node.create().id(NodeId.from("abc")).indexConfigDocument(PatternIndexConfigDocument.create().analyzer(myAnalyzerName).defaultConfig(IndexConfig.MINIMAL).build()).build();" is 186.,97
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,set_analyzer,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 216.,97
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,node_index_document_meta_data_values,Long Statement,The length of the statement "Node node=Node.create().id(NodeId.from("myId")).parentPath(NodePath.ROOT).name(NodeName.from("my-name")).indexConfigDocument(PatternIndexConfigDocument.create().analyzer(myAnalyzerName).defaultConfig(IndexConfig.MINIMAL).build()).build();" is 238.,124
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,node_index_document_meta_data_values,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 216.,124
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,add_properties_then_index_document_items_created_for_each_property,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 216.,155
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,add_properties_then_index_document_items_created_for_each_property,Magic Number,The method contains a magic number: 2.0,155
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,create_for_properties_with_multiple_values,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(NodeVersionId.from("test")).branch(TEST_BRANCH).repositoryId(TEST_REPOSITORY.getId()).build().create();" is 216.,182
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,create_for_properties_with_multiple_values,Magic Number,The method contains a magic number: 2.0,182
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,create_for_properties_with_multiple_values,Magic Number,The method contains a magic number: 3.0,182
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactoryTest,create_for_properties_with_multiple_values,Magic Number,The method contains a magic number: 2,182
xp,com.enonic.wem.repo.internal.elasticsearch,OrderbyValueResolverTestJava,testName,Long Statement,The length of the statement "final String third=OrderbyValueResolver.getOrderbyValue(ValueFactory.newDouble((double)NodeManualOrderValueResolver.START_ORDER_VALUE + NodeManualOrderValueResolver.ORDER_SPACE));" is 179.,19
xp,com.enonic.wem.repo.internal.elasticsearch,OrderbyValueResolverTestJava,testName,Long Statement,The length of the statement "final String second=OrderbyValueResolver.getOrderbyValue(ValueFactory.newDouble((double)NodeManualOrderValueResolver.START_ORDER_VALUE));" is 137.,19
xp,com.enonic.wem.repo.internal.elasticsearch,OrderbyValueResolverTestJava,testName,Long Statement,The length of the statement "final String first=OrderbyValueResolver.getOrderbyValue(ValueFactory.newDouble((double)NodeManualOrderValueResolver.START_ORDER_VALUE - NodeManualOrderValueResolver.ORDER_SPACE));" is 179.,19
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,ensureOrderingCorrectForLongValues,Long Statement,The length of the statement "final SearchResult result=elasticsearchDao.find(ElasticsearchQuery.create().query(QueryBuilderFactory.create().build()).index(this.indexName).indexType(this.indexType).addSortBuilder(new FieldSortBuilder(IndexQueryFieldNameResolver.resolveOrderByFieldName("ordervalue")).order(SortOrder.DESC)).build());" is 303.,49
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,ensureOrderingCorrectForLongValues,Magic Number,The method contains a magic number: 10000.0,49
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,ensureOrderingCorrectForLongValues,Magic Number,The method contains a magic number: 100000.0,49
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,ensureOrderingCorrectForLongValues,Magic Number,The method contains a magic number: 1000.0,49
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,ensureOrderingCorrectForLongValues,Magic Number,The method contains a magic number: 100.0,49
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,ensureOrderingCorrectForLongValues,Magic Number,The method contains a magic number: 5,49
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,storeOrderbyDocument,Long Statement,The length of the statement "final StoreDocument storeDocument=StoreDocument.create().indexTypeName(this.indexType).indexName(this.indexName).analyzer("default").addEntry(new StoreDocumentOrderbyItem(IndexPath.from("ordervalue")`value)).build();" is 216.,80
xp,com.enonic.wem.repo.internal.elasticsearch,OrderByValueResolverTest,storeOrderbyDocument,Long Statement,The length of the statement "IndexRequestBuilder indexRequestBuilder=new IndexRequestBuilder(this.client`this.indexName).setType(this.indexType).setSource(StoreDocumentXContentBuilderFactory.create(storeDocument));" is 185.,80
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,store,Long Statement,The length of the statement "final IndexRequest req=Requests.indexRequest().id(id).index(storeDocument.getIndexName()).type(storeDocument.getIndexTypeName()).source(xContentBuilder).refresh(storeDocument.isRefreshAfterOperation());" is 202.,103
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,delete,Long Statement,The length of the statement "DeleteRequest deleteRequest=new DeleteRequest(deleteDocument.getIndexName()).type(deleteDocument.getIndexTypeName()).id(deleteDocument.getId()).refresh(DEFAULT_REFRESH);" is 169.,129
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,find,Long Statement,The length of the statement "final SearchRequestBuilder searchRequest=SearchRequestBuilderFactory.newFactory().query(query).client(this.client).resolvedSize(query.getSize() == QueryService.GET_ALL_SIZE_FLAG ? resolveSize(query) : query.getSize()).build().create();" is 235.,148
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,get,Long Statement,The length of the statement "final GetRequest getRequest=new GetRequest(getQuery.getIndexName()).type(getQuery.getIndexTypeName()).preference(searchPreference).id(getQuery.getId());" is 152.,163
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,doSearchRequest,Long Statement,The length of the statement "final SearchResponse searchResponse=searchRequestBuilder.setPreference(searchPreference).execute().actionGet(searchTimeout);" is 124.,187
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,count,Long Statement,The length of the statement "SearchRequestBuilder searchRequestBuilder=new SearchRequestBuilder(this.client).setIndices(query.getIndexName()).setTypes(query.getIndexType()).setQuery(query.getQuery()).setSearchType(SearchType.COUNT).setPreference(searchPreference);" is 235.,221
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,snapshot,Long Statement,The length of the statement "final CreateSnapshotRequestBuilder createRequest=new CreateSnapshotRequestBuilder(this.client.admin().cluster()).setIndices(indices.toArray(new String[indices.size()])).setIncludeGlobalState(false).setWaitForCompletion(true).setRepository(SNAPSHOT_REPOSITORY_NAME).setSnapshot(params.getSnapshotName()).setSettings(ImmutableSettings.settingsBuilder().put("ignore_unavailable"`true));" is 383.,236
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,snapshot,Long Statement,The length of the statement "final CreateSnapshotResponse createSnapshotResponse=this.client.admin().cluster().createSnapshot(createRequest.request()).actionGet();" is 134.,236
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,restoreSnapshot,Long Statement,The length of the statement "final RestoreSnapshotRequestBuilder restoreSnapshotRequestBuilder=new RestoreSnapshotRequestBuilder(this.client.admin().cluster()).setRestoreGlobalState(false).setIndices(indices.toArray(new String[indices.size()])).setRepository(SNAPSHOT_REPOSITORY_NAME).setSnapshot(params.getSnapshotName()).setWaitForCompletion(true);" is 321.,258
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,restoreSnapshot,Long Statement,The length of the statement "return RestoreResult.create().repositoryId(repositoryId).indices(indices).failed(true).name(params.getSnapshotName()).message("Could not restore snapshot: " + e.toString() + " to repository "+ repositoryId).build();" is 215.,258
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,getSnapshot,Long Statement,The length of the statement "final GetSnapshotsRequestBuilder getSnapshotsRequestBuilder=new GetSnapshotsRequestBuilder(this.client.admin().cluster()).setRepository(SNAPSHOT_REPOSITORY_NAME).setSnapshots(snapshotName);" is 189.,299
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,getSnapshot,Long Statement,The length of the statement "final GetSnapshotsResponse getSnapshotsResponse=this.client.admin().cluster().getSnapshots(getSnapshotsRequestBuilder.request()).actionGet();" is 141.,299
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,listSnapshots,Long Statement,The length of the statement "final GetSnapshotsResponse getSnapshotsResponse=this.client.admin().cluster().getSnapshots(getSnapshotsRequest).actionGet();" is 124.,348
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,openIndices,Long Statement,The length of the statement "OpenIndexRequestBuilder openIndexRequestBuilder=new OpenIndexRequestBuilder(this.client.admin().indices()).setIndices(indexName);" is 129.,373
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,closeIndices,Long Statement,The length of the statement "CloseIndexRequestBuilder closeIndexRequestBuilder=new CloseIndexRequestBuilder(this.client.admin().indices()).setIndices(indexName);" is 132.,386
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,snapshotRepositoryExists,Long Statement,The length of the statement "final GetRepositoriesResponse response=this.client.admin().cluster().getRepositories(getRepositoriesRequest).actionGet();" is 121.,399
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchDaoImpl,registerRepository,Long Statement,The length of the statement "final PutRepositoryRequestBuilder requestBuilder=new PutRepositoryRequestBuilder(this.client.admin().cluster()).setName(SNAPSHOT_REPOSITORY_NAME).setType("fs").setSettings(ImmutableSettings.settingsBuilder().put("compress"`true).put("location"`SNAPSHOT_PATH.toFile()).build());" is 277.,414
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,refresh,Long Statement,The length of the statement "this.client.admin().indices().refresh(new RefreshRequestBuilder(this.client.admin().indices()).setIndices(indexNames).request()).actionGet();" is 141.,75
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,createIndex,Long Statement,The length of the statement "final CreateIndexResponse createIndexResponse=client.admin().indices().create(createIndexRequest).actionGet(CREATE_TIMEOUT);" is 124.,83
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,applyMapping,Long Statement,The length of the statement "PutMappingRequest mappingRequest=new PutMappingRequest(indexName).type(indexType.equals(IndexType.SEARCH) ? ES_DEFAULT_INDEX_TYPE_NAME : indexType.getName()).source(mapping);" is 174.,106
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,getAllRepositoryIndices,Long Statement,The length of the statement "final IndicesStatsResponse response=this.client.admin().indices().stats(indicesStatsRequest).actionGet(INDICES_RESPONSE_TIMEOUT);" is 129.,130
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,getAllRepositoryIndices,Long Statement,The length of the statement "indexNames.addAll(indicesMap.keySet().stream().filter(indexName -> indexName.startsWith(storageName) || (indexName.startsWith(searchIndexName))).collect(Collectors.toList()));" is 175.,130
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,indicesExists,Long Statement,The length of the statement "IndicesExistsRequest request=new IndicesExistsRequestBuilder(this.client.admin().indices()).setIndices(indices).request();" is 122.,164
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,doGetClusterHealth,Long Statement,The length of the statement "LOG.info("ElasticSearch cluster '{}' health (timedOut={}` timeOutValue={}` used={}): Status={}` nodes={}` active shards={}` indices={}"`response.getClusterName()`response.isTimedOut()`timeout`timer.toString()`response.getStatus()`response.getNumberOfNodes()`response.getActiveShards()`response.getIndices().keySet());" is 317.,174
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,store,Long Statement,The length of the statement "final Collection<StoreDocument> storeDocuments=NodeStoreDocumentFactory.createBuilder().node(node).nodeVersionId(nodeVersionId).branch(context.getBranch()).repositoryId(context.getRepositoryId()).build().create();" is 213.,210
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchIndexServiceInternal,delete,Long Statement,The length of the statement "elasticsearchDao.delete(DeleteDocument.create().indexName(indexName).indexTypeName(indexType).id(nodeId.toString()).build());" is 125.,224
xp,com.enonic.wem.repo.internal.elasticsearch,AccessControlListStoreDocumentFactory,getPathForPermission,Complex Method,Cyclomatic complexity of the method is 8,37
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactory,createDataDocument,Long Statement,The length of the statement "final StoreDocument.Builder builder=StoreDocument.create().id(this.node.id()).indexName(IndexNameResolver.resolveSearchIndexName(this.repositoryId)).indexTypeName(this.branch.getName()).analyzer(indexConfigDocument.getAnalyzer()).refreshAfterOperation(this.refresh);" is 266.,61
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactory,addNodeBaseProperties,Long Statement,The length of the statement "builder.addEntries(StoreDocumentItemFactory.create(NodeIndexPath.PATH`ValueFactory.newString(this.node.path().toString())`IndexConfig.MINIMAL));" is 144.,85
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactory,addNodeBaseProperties,Long Statement,The length of the statement "builder.addEntries(StoreDocumentItemFactory.create(NodeIndexPath.PARENT_PATH`ValueFactory.newString(this.node.parentPath().toString())`IndexConfig.MINIMAL));" is 157.,85
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactory,addNodeBaseProperties,Long Statement,The length of the statement "builder.addEntries(StoreDocumentItemFactory.create(NodeIndexPath.MANUAL_ORDER_VALUE`ValueFactory.newLong(this.node.getManualOrderValue())`IndexConfig.MINIMAL));" is 160.,85
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactory,addNodeBaseProperties,Long Statement,The length of the statement "builder.addEntries(StoreDocumentItemFactory.create(NodeIndexPath.NODE_TYPE`ValueFactory.newString(this.node.getNodeType().getName())`IndexConfig.MINIMAL));" is 155.,85
xp,com.enonic.wem.repo.internal.elasticsearch,NodeStoreDocumentFactory,addNodeBaseProperties,Long Statement,The length of the statement "builder.addEntries(StoreDocumentItemFactory.create(NodeIndexPath.STATE`ValueFactory.newString(this.node.getNodeState().value())`IndexConfig.MINIMAL));" is 150.,85
xp,com.enonic.wem.repo.internal.elasticsearch,SnapshotResultFactory,doCreate,Long Statement,The length of the statement "return SnapshotResult.create().state(SnapshotResult.State.valueOf(snapshotInfo.state().toString())).indices(snapshotInfo.indices()).name(snapshotInfo.name()).reason(snapshotInfo.reason()).timestamp(Instant.ofEpochMilli(snapshotInfo.endTime())).build();" is 252.,24
xp,com.enonic.wem.repo.internal.elasticsearch,LexiSortable,toHexString,Magic Number,The method contains a magic number: 0xf,11
xp,com.enonic.wem.repo.internal.elasticsearch,LexiSortable,toHexString,Magic Number,The method contains a magic number: 4,11
xp,com.enonic.wem.repo.internal.elasticsearch,FieldNameResolver,resolve,Long Statement,The length of the statement "final String postFix=Strings.isNullOrEmpty(item.getIndexBaseType().getPostfix()) ? "" : SEPARATOR + item.getIndexBaseType().getPostfix();" is 137.,13
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,get,Long Statement,The length of the statement "final GetResult result=elasticsearchDao.get(GetQuery.create().indexName(IndexNameResolver.resolveSearchIndexName(indexContext.getRepositoryId())).indexTypeName(indexContext.getBranch().getName()).returnFields(ReturnFields.from(NodeIndexPath.VERSION`NodeIndexPath.PERMISSIONS_READ)).id(nodeId.toString()).build());" is 313.,74
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,get,Long Statement,The length of the statement "throw new QueryException("Expected field " + NodeIndexPath.VERSION.getPath() + " not found in search result for nodeId "+ nodeId);" is 130.,74
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,get,Long Statement,The length of the statement "final QueryBuilder queryBuilder=QueryBuilderFactory.create().addQueryFilter(AclFilterBuilderFactory.create(indexContext.getPrincipalKeys())).addQueryFilter(ValueFilter.create().fieldName(NodeIndexPath.PATH.getPath()).addValue(ValueFactory.newString(nodePath.toString())).build()).build();" is 288.,107
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,get,Long Statement,The length of the statement "final ElasticsearchQuery query=ElasticsearchQuery.create().index(IndexNameResolver.resolveSearchIndexName(indexContext.getRepositoryId())).indexType(branch.getName()).query(queryBuilder).size(1).setReturnFields(ReturnFields.from(NodeIndexPath.VERSION)).build();" is 261.,107
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,get,Long Statement,The length of the statement "throw new ElasticsearchDataException("Field " + NodeIndexPath.VERSION.getPath() + " not found on node with path "+ nodePath+ " in branch "+ branch);" is 148.,107
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,find,Long Statement,The length of the statement "final QueryBuilder queryBuilder=QueryBuilderFactory.create().addQueryFilter(AclFilterBuilderFactory.create(indexContext.getPrincipalKeys())).addQueryFilter(ValueFilter.create().fieldName(NodeIndexPath.PATH.getPath()).addValues(nodePaths.getAsStrings()).build()).build();" is 270.,153
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,find,Long Statement,The length of the statement "final ElasticsearchQuery query=ElasticsearchQuery.create().index(IndexNameResolver.resolveSearchIndexName(indexContext.getRepositoryId())).indexType(branch.getName()).query(queryBuilder).sortBuilders(SortQueryBuilderFactory.create(orderExprs)).setReturnFields(ReturnFields.from(NodeIndexPath.VERSION)).size(nodePaths.getSize()).build();" is 336.,153
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,doGetByIds,Long Statement,The length of the statement "final QueryBuilder queryBuilder=QueryBuilderFactory.create().addQueryFilter(AclFilterBuilderFactory.create(indexContext.getPrincipalKeys())).addQueryFilter(ValueFilter.create().fieldName(NodeIndexPath.ID.getPath()).addValues(nodeIds.getAsStrings()).build()).build();" is 266.,198
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,doGetByIds,Long Statement,The length of the statement "final ElasticsearchQuery query=ElasticsearchQuery.create().index(IndexNameResolver.resolveSearchIndexName(indexContext.getRepositoryId())).indexType(branch.getName()).query(queryBuilder).sortBuilders(SortQueryBuilderFactory.create(orderExprs)).setReturnFields(ReturnFields.from(NodeIndexPath.VERSION)).size(nodeIds.getSize()).build();" is 334.,198
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,hasChildren,Long Statement,The length of the statement "final QueryBuilder queryBuilder=QueryBuilderFactory.create().addQueryFilter(AclFilterBuilderFactory.create(indexContext.getPrincipalKeys())).addQueryFilter(ValueFilter.create().fieldName(NodeIndexPath.PARENT_PATH.getPath()).addValue(ValueFactory.newString(parentPath.toString())).build()).build();" is 297.,236
xp,com.enonic.wem.repo.internal.elasticsearch,ElasticsearchQueryService,hasChildren,Long Statement,The length of the statement "final ElasticsearchQuery query=ElasticsearchQuery.create().index(IndexNameResolver.resolveSearchIndexName(context.getRepositoryId())).indexType(context.getBranch().getName()).query(queryBuilder).build();" is 203.,236
xp,com.enonic.wem.repo.internal.elasticsearch,RestoreResultFactory,create,Long Statement,The length of the statement "return RestoreResult.create().repositoryId(respositoryId).name(restoreInfo.name()).indices(restoreInfo.indices()).message("Restore successfull` " + response.getRestoreInfo().successfulShards() + " shards restored").build();" is 223.,11
xp,com.enonic.wem.repo.internal.elasticsearch,SearchRequestBuilderFactory,create,Long Statement,The length of the statement "final SearchRequestBuilder searchRequestBuilder=new SearchRequestBuilder(this.client).setIndices(query.getIndexName()).setTypes(query.getIndexType()).setSearchType(SearchType.DEFAULT).setQuery(query.getQuery()).setPostFilter(query.getFilter()).setFrom(query.getFrom()).setSize(resolvedSize);" is 291.,31
xp,com.enonic.wem.repo.internal.elasticsearch.branch,GetNodeVersionIdsByIdsCommandTest,empty_nodeIds,Long Statement,The length of the statement "final NodeVersionIds nodeVersionIds=GetNodeVersionIdsByIdsCommand.create().repository(TEST_REPOSITORY.getId()).branch(TEST_BRANCH).nodeIds(NodeIds.empty()).elasticsearchDao(this.elasticsearchDao).build().execute();" is 214.,26
xp,com.enonic.wem.repo.internal.elasticsearch.branch,ElasticsearchBranchService,store,Long Statement,The length of the statement "StoreBranchDocumentCommand.create().elasticsearchDao(this.elasticsearchDao).branch(context.getBranch()).repository(context.getRepositoryId()).document(storeBranchDocument).build().execute();" is 190.,39
