Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientboundLoginPacket; ClientboundSystemChatPacket in method login
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientboundLoginPacket; ClientboundSystemChatPacket in method login
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientboundHelloPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ClientboundKeepAlivePacket; ClientboundDisconnectPacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientboundHelloPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ClientboundKeepAlivePacket; ClientboundDisconnectPacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,MinecraftProtocol,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientIntentionPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ServerboundKeepAlivePacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientIntentionPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ServerboundKeepAlivePacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.sound,BuiltinSound,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level,LightUpdateData,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MinecraftCodecHelper; EntityMetadata; MetadataType; ByteMetadataType; IntMetadataType; FloatMetadataType; BooleanMetadataType; LightUpdateData
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.map,MapIcon,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: centerX; centerZ; iconType; iconRotation; displayName
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.map,MapIcon,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: centerX; centerZ; iconType; iconRotation; displayName
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.map,MapData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: columns; rows; x; y; data
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.map,MapData,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: columns; rows; x; y; data
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.map,MapIconType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle.positionsource,PositionSourceType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle.positionsource,EntityPositionSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle.positionsource,BlockPositionSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,ShriekParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: delay
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,ShriekParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,DustParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: red; green; blue; scale
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,BlockParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: blockState
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,BlockParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,FallingDustParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: blockState
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,FallingDustParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,DustColorTransitionParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,DustColorTransitionParticleData,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DustParticleData
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,SculkChargeParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: roll
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,SculkChargeParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,Particle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; data
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,VibrationParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: positionSource; arrivalTicks
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,VibrationParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,ParticleType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,ItemParticleData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: itemStack
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.particle,ItemParticleData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.notify,RainStrengthValue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GameEventValue
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.notify,ThunderStrengthValue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GameEventValue
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.notify,EnterCreditsValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.notify,GameEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.notify,DemoMessageValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.notify,RespawnScreenValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,CommandBlockMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,BlockEntityType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,StructureMirror,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,BlockChangeEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: position; block
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,StructureRotation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,BlockEntityInfo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: x; y; z; type; nbt
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block,BlockEntityInfo,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: x; y; z; type; nbt
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,MobSpawnerValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,EndGatewayValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,PistonValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,NoteBlockValue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BlockValue
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,BeaconValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,BeaconValueType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,ChestValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: viewers
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,PistonValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,GenericBlockValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,EndGatewayValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,NoteBlockValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,ChestValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,GenericBlockValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.level.block.value,MobSpawnerValueType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,MoveToHotbarAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,UpdateStructureBlockAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,ClickItemAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,UpdateStructureBlockMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,ContainerActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,DropItemAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,FillStackAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,CraftingBookStateType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,AdvancementTabAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,CreativeGrabAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,VillagerTrade,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: firstInput; secondInput; output; tradeDisabled; numUses; maxUses; xp; specialPrice; priceMultiplier; demand
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,ContainerType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,ShiftClickItemAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory,SpreadItemAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory.property,FurnaceProperty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory.property,EnchantmentTableProperty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory.property,BrewingStandProperty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.inventory.property,AnvilProperty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.setting,ChatVisibility,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.setting,SkinPart,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.setting,SkinPart,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.setting,Difficulty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.chunk,DataPalette,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: GLOBAL_PALETTE_BITS_PER_ENTRY; palette; storage; paletteType; globalPaletteBits
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.chunk.palette,MapPalette,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.chunk.palette,GlobalPalette,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.chunk.palette,ListPalette,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.chunk.palette,PaletteType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: minBitsPerEntry; maxBitsPerEntry; storageSize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,BlockBreakStage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: STAGES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,BlockBreakStage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STAGES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,PlayerAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,InteractAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,HandPreference,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,GameMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,PlayerState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,PositionElement,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,Hand,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.player,Animation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.type,EntityType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.type,PaintingType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity,EntityEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity,Effect,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity,Effect,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity,EquipmentSlot,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity,RotationOrigin,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,GenericObjectData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,Direction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: horizontalIndex; HORIZONTAL_VALUES; VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,Direction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: horizontalIndex; HORIZONTAL_VALUES; VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,ProjectileData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ownerId
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,FallingBlockData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; metadata
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,MinecartType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.object,SplashPotionData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: potionData
