Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.listeners,SingleJVMJobProgressListenerTest,givenAStepStartedWith100Employees_when5ItemsAreWritten_thenAnEventIsTriggeredWithProgress,Magic Number,The method contains a magic number: 50,96
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.listeners,SingleJVMJobProgressListenerTest,givenAStepStartedWith100Employees_when5ItemsAreWritten_thenAnEventIsTriggeredWithProgress,Magic Number,The method contains a magic number: 3,96
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.listeners,SingleJVMJobProgressListenerTest,givenAStepStartedWith100Employees_when5ItemsAreWritten_thenAnEventIsTriggeredWithProgress,Magic Number,The method contains a magic number: 75,96
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.listeners,SingleJVMJobProgressListenerTest,givenAStepStartedWith100Employees_when5ItemsAreWritten_thenAnEventIsTriggeredWithProgress,Magic Number,The method contains a magic number: 4,96
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.listeners,SingleJVMJobProgressListenerTest,givenAStepStartedWith100Employees_when5ItemsAreWritten_thenAnEventIsTriggeredWithProgress,Magic Number,The method contains a magic number: 100,96
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.singlejvm,ItemReaderWriterConfig,monthlyTaxForEmployeeJpaItemWriter,Long Identifier,The length of the identifier monthlyTaxForEmployeeJpaItemWriter is 34.,104
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.singlejvm,EmployeeJobConfigSingleJvm,employeeJob,Long Identifier,The length of the field changeStatusOnFailedStepsJobExecListener is 40.,35
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.singlejvm,EmployeeJobConfigSingleJvm,employeeJob,Long Statement,The length of the statement "return jobBuilders.get(EMPLOYEE_JOB).start(taxCalculationStep()).next(wsCallAndGenerateAndSendPaycheckStep()).next(jobResultsPdf()).listener(jobStatusListener).listener(changeStatusOnFailedStepsJobExecListener).build();" is 219.,35
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.singlejvm,EmployeeJobConfigSingleJvm,wsCallAndGenerateAndSendPaycheckStep,Long Identifier,The length of the field WS_CALL_AND_GENERATE_AND_SEND_PAYCHECK_STEP is 43.,51
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,ItemReaderWriterConfig,monthlyTaxForEmployeeJpaItemWriter,Long Identifier,The length of the identifier monthlyTaxForEmployeeJpaItemWriter is 34.,88
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,ClusterConfig,getInterfacesToAdd,Long Identifier,The length of the field NET_INTERFACE_INTERNAL_LAN_PREFIX is 33.,98
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,ClusterConfig,getInterfacesToAdd,Long Statement,The length of the statement "List<String> wellKnownInterfaces=listNetworkINterfacesIps.stream().filter(existingInterface -> interestingINterfacesPrefixes.stream().filter(interestingINterfacePrefix -> existingInterface.startsWith(interestingINterfacePrefix)).count() > 0).distinct().collect(Collectors.toList());" is 282.,98
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,ClusterConfig,getBatchersmasterInterfacePrefix,Magic Number,The method contains a magic number: 4,155
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,ClusterConfig,getBatchersmasterInterfacePrefix,Magic Number,The method contains a magic number: 2,155
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobConfigMaster,employeeJob,Long Identifier,The length of the field changeStatusOnFailedStepsJobExecListener is 40.,51
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobConfigMaster,employeeJob,Long Statement,The length of the statement "return jobBuilders.get(EMPLOYEE_JOB).start(taxCalculationStep()).next(wsCallAndGenerateAndSendPaycheckStep()).next(jobResultsPdf()).listener(jobStatusListener).listener(changeStatusOnFailedStepsJobExecListener).build();" is 219.,51
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobConfigMaster,taxCalculationStep,Long Statement,The length of the statement "return stepBuilders.get(TAX_CALCULATION_STEP).partitioner(TAX_CALCULATION_STEP`employeeJobPartitioner).partitionHandler(taxCalculationPartitionHandler()).build();" is 162.,62
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobConfigMaster,wsCallAndGenerateAndSendPaycheckStep,Long Identifier,The length of the field WS_CALL_AND_GENERATE_AND_SEND_PAYCHECK_STEP is 43.,71
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobConfigMaster,taxCalculationPartitionHandler,Long Identifier,The length of the identifier messageChannelPartitionHandler is 30.,81
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobConfigMaster,taxCalculationPartitionHandler,Long Identifier,The length of the field MASTER_WITHOUT_TAX_CALCULATION_STEP is 35.,81
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,JobProgressNotifier,onMessage,Long Statement,The length of the statement "JobProgressEvent updateProgress=new JobProgressEvent(slaveProgressEvent.getJobStartParams()`slaveProgressEvent.getStepName()`progress);" is 135.,47
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,JobProgressNotifier,onMessage,Magic Number,The method contains a magic number: 100,47
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 31,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 5,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 7L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 8L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 14L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 15L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 21L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 22L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 28L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 29L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given31Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 31L,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 100,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 5,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 21L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 22L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 42L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 43L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 63L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 64L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 84L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 85L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.config.remotepartitioning,EmployeeJobPartitionerTest,given100Employees_whenPartitioningFor1NodeWith5PartitionsPerNode_thenDistributeCorrectly,Magic Number,The method contains a magic number: 100L,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculation,from,Long Parameter List,The method has 5 parameters. ,100
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepository,findByTaxCalculation,Long Statement,The length of the statement "TypedQuery<TaxWebserviceCallResult> byTaxCalculation=entityManager.createNamedQuery(TaxWebserviceCallResult.FIND_BY_TAXCALCULATION`TaxWebserviceCallResult.class);" is 162.,16
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepository,findSuccessfulByTaxCalculation,Long Statement,The length of the statement "TypedQuery<TaxWebserviceCallResult> byTaxCalculation=entityManager.createNamedQuery(TaxWebserviceCallResult.FIND_SUCCESSFUL_BY_TAXCALCULATION`TaxWebserviceCallResult.class);" is 173.,24
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResult,callSucceeded,Magic Number,The method contains a magic number: 200,48
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepository,getUnprocessedEmployeeIds,Long Statement,The length of the statement "TypedQuery<Long> namedQuery=entityManager.createNamedQuery(TaxCalculation.GET_UNPROCESSED_EMPLOYEES_IDS_BY_YEAR_AND_MONTH`Long.class);" is 134.,19
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepository,find,Long Statement,The length of the statement "TypedQuery<TaxCalculation> byMonthAndYear=entityManager.createNamedQuery(TaxCalculation.FIND_BY_YEAR_AND_MONTH`TaxCalculation.class);" is 133.,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepository,findByEmployee,Long Statement,The length of the statement "TypedQuery<TaxCalculation> byEmployee=entityManager.createNamedQuery(TaxCalculation.FIND_BY_EMPLOYEE`TaxCalculation.class);" is 123.,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepository,getSuccessSum,Long Statement,The length of the statement "Money sum=entityManager.createNamedQuery(TaxCalculation.GET_SUCCESS_SUM`Money.class).setParameter("month"`month).setParameter("year"`year).getSingleResult();" is 157.,47
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepository,getFailedSum,Long Statement,The length of the statement "Money sum=entityManager.createNamedQuery(TaxCalculation.GET_FAILED_SUM`Money.class).setParameter("month"`month).setParameter("year"`year).getSingleResult();" is 156.,56
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,PayCheckRepositoryTest,setUp,Magic Number,The method contains a magic number: 10.0,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,PayCheckRepositoryTest,setUp,Magic Number,The method contains a magic number: 2,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,PayCheckRepositoryTest,setUp,Magic Number,The method contains a magic number: 10.0,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,setup,Long Identifier,The length of the field taxWebserviceCallResultRepository is 33.,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,setup,Long Statement,The length of the statement "januaryTry1=TaxWebserviceCallResult.callFailed(january`new TaxWebServiceFatalException(new EmployeeTestBuilder().build()`Money.of(CurrencyUnit.EUR`10)`HttpStatus.BAD_REQUEST`null`"boe"));" is 187.,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,setup,Magic Number,The method contains a magic number: 10.0,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,setup,Magic Number,The method contains a magic number: 2,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,setup,Magic Number,The method contains a magic number: 10.0,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,setup,Magic Number,The method contains a magic number: 10,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindByTaxCalculation,Long Identifier,The length of the field taxWebserviceCallResultRepository is 33.,69
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindSuccessfulByTaxCalculation_returnsSuccessful,Long Identifier,The length of the field taxWebserviceCallResultRepository is 33.,80
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindSuccessfulByTaxCalculation_returnsSuccessful,Long Statement,The length of the statement "TaxWebserviceCallResult successfulByTaxCalculation=taxWebserviceCallResultRepository.findSuccessfulByTaxCalculation(january);" is 125.,80
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindSuccessfulByTaxCalculation_returnsNullWhenNoCall,Long Identifier,The length of the field taxWebserviceCallResultRepository is 33.,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindSuccessfulByTaxCalculation_returnsNullWhenNoCall,Long Statement,The length of the statement "TaxWebserviceCallResult successfulByTaxCalculation=taxWebserviceCallResultRepository.findSuccessfulByTaxCalculation(march);" is 123.,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindSuccessfulByTaxCalculation_returnsNullWhenNoCall,Magic Number,The method contains a magic number: 3,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxWebserviceCallResultRepositoryTest,testFindSuccessfulByTaxCalculation_returnsNullWhenNoCall,Magic Number,The method contains a magic number: 10.0,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,testFind,Magic Number,The method contains a magic number: 2014,35
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,cannotHaveDuplicateCalculation,Magic Number,The method contains a magic number: 15.0,62
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,givenNoEmployees_whenGettingSum_theSumIsZero,Magic Number,The method contains a magic number: 2014,71
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,givenNoEmployees_whenGettingSum_theSumIsZero,Magic Number,The method contains a magic number: 5,71
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,givenNoEmployees_whenGettingSum_theSumIsZero,Magic Number,The method contains a magic number: 2014,71
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,givenNoEmployees_whenGettingSum_theSumIsZero,Magic Number,The method contains a magic number: 5,71
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,given4EmployeesOneWithTax_whenGetUnprocessedEmployeeIds_thenReturnCorrectList,Long Statement,The length of the statement "assertThat(taxCalculationRepository.getUnprocessedEmployeeIds(2014L`5L`0L)).containsOnly(employee1.getId()`employee3.getId()`employee4.getId());" is 144.,120
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,given4EmployeesOneWithTax_whenGetUnprocessedEmployeeIds_thenReturnCorrectList,Magic Number,The method contains a magic number: 2014,120
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,given4EmployeesOneWithTax_whenGetUnprocessedEmployeeIds_thenReturnCorrectList,Magic Number,The method contains a magic number: 5,120
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,given4EmployeesOneWithTax_whenGetUnprocessedEmployeeIds_thenReturnCorrectList,Magic Number,The method contains a magic number: 2014L,120
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,given4EmployeesOneWithTax_whenGetUnprocessedEmployeeIds_thenReturnCorrectList,Magic Number,The method contains a magic number: 5L,120
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,setupGigelAndIonel,Magic Number,The method contains a magic number: 10.0,142
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,setupGigelAndIonel,Magic Number,The method contains a magic number: 2,142
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,setupGigelAndIonel,Magic Number,The method contains a magic number: 10.0,142
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,setupGigelAndIonel,Magic Number,The method contains a magic number: 12.0,142
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,setupGigelAndIonel,Magic Number,The method contains a magic number: 2,142
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,TaxCalculationRepositoryTest,setupGigelAndIonel,Magic Number,The method contains a magic number: 13.0,142
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobStartParams,hashCode,Magic Number,The method contains a magic number: 31,44
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobExecutionResult,JobExecutionResult,Long Parameter List,The method has 5 parameters. ,14
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobResultTest,testSortingOfJobExecutionResults,Magic Number,The method contains a magic number: 5L,12
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobResultTest,testSortingOfJobExecutionResults,Magic Number,The method contains a magic number: 2L,12
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobResultTest,testSortingOfJobExecutionResults,Magic Number,The method contains a magic number: 19L,12
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobExecutionResultTest,givenStartAndEndTime_whenGetDuration_thenCalculateDurationAsDifference,Magic Number,The method contains a magic number: 1234567L,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobExecutionResultTest,givenStartAndEndTime_whenGetDuration_thenCalculateDurationAsDifference,Magic Number,The method contains a magic number: 1000,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobExecutionResultTest,givenStartAndEndTime_whenGetDuration_thenCalculateDurationAsDifference,Magic Number,The method contains a magic number: 1000,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobExecutionResultTest,givenRunningJobExecutionWithoutEndTime_whenGetDuration_thenReturnNull,Magic Number,The method contains a magic number: 1234567L,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.domain,JobExecutionResultTest,givenNotStartedJobExecution_whenGetDuration_thenReturnNull,Magic Number,The method contains a magic number: 1234567L,23
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,SendPaycheckProcessor,getEmailBodyForEmployee,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder().append("Dear employee`").append(newline).append("Please find enclosed the paycheck for ").append(getYearMonth(taxCalculation)).append(newline).append("Regards`").append(newline).append("The Finance department");" is 248.,55
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,SendPaycheckProcessorTest,setUp,Long Statement,The length of the statement "when(resourceLoader.getResource("classpath:/paycheck-template.docx")).thenReturn(new ClassPathResource("paycheck-template.docx"));" is 130.,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,SendPaycheckProcessorTest,setUp,Magic Number,The method contains a magic number: 2000,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,SendPaycheckProcessorTest,setUp,Magic Number,The method contains a magic number: 10.0,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,SendPaycheckProcessorTest,givenAnEmployee_whenProcessEmployee_thenAnEmailWithTheGeneratedPDFIsSent,Long Statement,The length of the statement "assertThat(context).containsKey("period").containsKey("name").containsKey("name").containsKey("employee_id").containsKey("monthly_income").containsKey("monthly_tax");" is 166.,84
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,EmployeeProcessorTest,setUp,Magic Number,The method contains a magic number: 2014L,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,EmployeeProcessorTest,setUp,Magic Number,The method contains a magic number: 5L,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,EmployeeProcessorTest,whenAnEmployeeWithoutCalculatedTax_isProcessed_thenTaxIsOnlyPercentOfCurrentIncome,Magic Number,The method contains a magic number: 1000,41
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,EmployeeProcessorTest,whenAnEmployeeWithoutCalculatedTax_isProcessed_thenTaxIsOnlyPercentOfCurrentIncome,Magic Number,The method contains a magic number: 1500,41
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,EmployeeProcessorTest,whenAnEmployeeWithoutCalculatedTax_isProcessed_thenTaxIsOnlyPercentOfCurrentIncome,Magic Number,The method contains a magic number: 100,41
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,EmployeeProcessorTest,whenAnEmployeeWithoutCalculatedTax_isProcessed_thenTaxIsOnlyPercentOfCurrentIncome,Magic Number,The method contains a magic number: 150,41
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 100,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 2014L,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 5L,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 123L,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 10,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 123L,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 2014,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 5,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CalculateTaxProcessorTest,testProcess,Magic Number,The method contains a magic number: 10,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CallWebserviceProcessorTest,setUp,Magic Number,The method contains a magic number: 2000.0,43
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CallWebserviceProcessorTest,testProcessHappyPath_NoExceptionHasBeenThrownAndEmployeeIsReturned,Long Statement,The length of the statement "when(taxPaymentWebServiceFacade.callTaxService(eq(taxCalculation)`any(Callable.class))).thenReturn(taxWebserviceCallResult);" is 124.,51
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CallWebserviceProcessorTest,testProcessBadResponse_ExceptionHasBeenThrownAndEmployeeIsReturned,Long Statement,The length of the statement "when(taxPaymentWebServiceFacade.callTaxService(eq(taxCalculation)`any(Callable.class))).thenThrow(new TaxWebServiceNonFatalException(new EmployeeTestBuilder().build()`Money.of(CurrencyUnit.EUR`10)`null`null`"boe"));" is 215.,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.processor,CallWebserviceProcessorTest,testProcessBadResponse_ExceptionHasBeenThrownAndEmployeeIsReturned,Magic Number,The method contains a magic number: 10,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,tearDown,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,tearDown,Long Identifier,The length of the field taxWebserviceCallResultRepository is 33.,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesNotFailWhenWebserviceResponseFails2TimesWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 2,126
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobContinuesButFailsWhenMailCanNotBeSend,Magic Number,The method contains a magic number: 2,138
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesFailBecauseOfSkipsWhenWebserviceResponseFails3TimesWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 2,152
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesFailBecauseOfSkipsWhenWebserviceResponseFails3TimesWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 4,152
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesFailCompletelyWhenWebserviceResponseFails9TimesConsecutiveWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 4,165
